'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:16:29.812 09/02/1989]',-0.008,81.705,-0.005,-0.138
'[23:16:29.816 09/02/1989]',-0.008,81.705,-0.005,-0.143
'[23:16:29.820 09/02/1989]',-0.000,81.705,-0.008,-0.133
'[23:16:29.824 09/02/1989]',-0.000,81.246,-0.009,-0.143
'[23:16:29.828 09/02/1989]',0.008,81.475,-0.010,-0.131
'[23:16:29.832 09/02/1989]',0.004,82.623,-0.011,-0.135
'[23:16:29.836 09/02/1989]',0.012,83.541,-0.013,-0.133
'[23:16:29.840 09/02/1989]',0.004,85.148,-0.011,-0.135
'[23:16:29.844 09/02/1989]',0.024,86.295,-0.011,-0.124
'[23:16:29.848 09/02/1989]',0.028,89.049,-0.008,-0.133
'[23:16:29.852 09/02/1989]',0.026,91.803,-0.008,-0.124
'[23:16:29.856 09/02/1989]',0.032,95.016,-0.007,-0.124
'[23:16:29.860 09/02/1989]',0.044,98.918,-0.006,-0.128
'[23:16:29.864 09/02/1989]',0.042,103.738,-0.005,-0.119
'[23:16:29.868 09/02/1989]',0.046,108.098,-0.006,-0.124
'[23:16:29.872 09/02/1989]',0.048,113.607,-0.006,-0.124
'[23:16:29.876 09/02/1989]',0.056,119.344,-0.009,-0.128
'[23:16:29.880 09/02/1989]',0.048,124.853,-0.009,-0.126
'[23:16:29.884 09/02/1989]',0.056,130.820,-0.011,-0.124
'[23:16:29.888 09/02/1989]',0.064,136.098,-0.009,-0.124
'[23:16:29.892 09/02/1989]',0.064,141.607,-0.008,-0.128
'[23:16:29.896 09/02/1989]',0.070,147.115,-0.008,-0.126
'[23:16:29.900 09/02/1989]',0.072,152.394,-0.006,-0.133
'[23:16:29.904 09/02/1989]',0.088,156.295,-0.008,-0.121
'[23:16:29.908 09/02/1989]',0.072,160.656,-0.008,-0.119
'[23:16:29.912 09/02/1989]',0.086,164.098,-0.007,-0.114
'[23:16:29.916 09/02/1989]',0.086,167.541,-0.007,-0.119
'[23:16:29.920 09/02/1989]',0.088,169.148,-0.005,-0.114
'[23:16:29.924 09/02/1989]',0.080,170.754,-0.002,-0.114
'[23:16:29.928 09/02/1989]',0.088,171.443,-0.000,-0.114
'[23:16:29.932 09/02/1989]',0.090,172.131,-0.001,-0.116
'[23:16:29.936 09/02/1989]',0.088,172.590,-0.000,-0.116
'[23:16:29.940 09/02/1989]',0.082,170.984,0.000,-0.105
'[23:16:29.944 09/02/1989]',0.086,170.754,0.001,-0.105
'[23:16:29.948 09/02/1989]',0.080,168.918,0.002,-0.114
'[23:16:29.952 09/02/1989]',0.084,167.771,0.001,-0.109
'[23:16:29.956 09/02/1989]',0.086,166.164,0.004,-0.107
'[23:16:29.960 09/02/1989]',0.092,164.328,0.003,-0.105
'[23:16:29.964 09/02/1989]',0.092,162.033,0.004,-0.105
'[23:16:29.968 09/02/1989]',0.094,160.656,0.003,-0.109
'[23:16:29.972 09/02/1989]',0.104,158.131,0.004,-0.095
'[23:16:29.976 09/02/1989]',0.096,156.525,0.003,-0.102
'[23:16:29.980 09/02/1989]',0.110,154.918,-0.000,-0.105
'[23:16:29.984 09/02/1989]',0.112,153.082,-0.000,-0.105
'[23:16:29.988 09/02/1989]',0.124,152.164,-0.002,-0.097
'[23:16:29.992 09/02/1989]',0.122,151.016,-0.004,-0.097
'[23:16:29.996 09/02/1989]',0.130,149.639,-0.006,-0.100
'[23:16:30.000 09/02/1989]',0.126,147.803,-0.006,-0.097
'[23:16:30.004 09/02/1989]',0.128,147.344,-0.009,-0.107
'[23:16:30.008 09/02/1989]',0.124,145.738,-0.011,-0.100
'[23:16:30.012 09/02/1989]',0.134,144.590,-0.012,-0.097
'[23:16:30.016 09/02/1989]',0.128,144.131,-0.012,-0.105
'[23:16:30.020 09/02/1989]',0.140,143.443,-0.013,-0.105
'[23:16:30.024 09/02/1989]',0.128,141.607,-0.016,-0.100
'[23:16:30.028 09/02/1989]',0.136,141.148,-0.016,-0.095
'[23:16:30.032 09/02/1989]',0.128,140.000,-0.017,-0.102
'[23:16:30.036 09/02/1989]',0.124,139.771,-0.017,-0.100
'[23:16:30.040 09/02/1989]',0.124,138.164,-0.016,-0.095
'[23:16:30.044 09/02/1989]',0.128,137.705,-0.017,-0.097
'[23:16:30.048 09/02/1989]',0.128,137.016,-0.017,-0.095
'[23:16:30.052 09/02/1989]',0.120,136.787,-0.019,-0.093
'[23:16:30.056 09/02/1989]',0.120,135.180,-0.020,-0.095
'[23:16:30.060 09/02/1989]',0.132,134.951,-0.020,-0.097
'[23:16:30.064 09/02/1989]',0.120,134.492,-0.020,-0.095
'[23:16:30.068 09/02/1989]',0.114,133.574,-0.022,-0.090
'[23:16:30.072 09/02/1989]',0.122,132.656,-0.022,-0.086
'[23:16:30.076 09/02/1989]',0.122,132.197,-0.022,-0.086
'[23:16:30.080 09/02/1989]',0.112,131.279,-0.020,-0.090
'[23:16:30.084 09/02/1989]',0.114,129.902,-0.020,-0.086
'[23:16:30.088 09/02/1989]',0.112,129.443,-0.019,-0.090
'[23:16:30.092 09/02/1989]',0.104,127.607,-0.018,-0.088
'[23:16:30.096 09/02/1989]',0.096,126.918,-0.018,-0.088
'[23:16:30.100 09/02/1989]',0.092,125.771,-0.018,-0.093
'[23:16:30.104 09/02/1989]',0.100,124.853,-0.018,-0.095
'[23:16:30.108 09/02/1989]',0.088,122.787,-0.017,-0.095
'[23:16:30.112 09/02/1989]',0.100,121.180,-0.018,-0.088
'[23:16:30.116 09/02/1989]',0.092,119.344,-0.017,-0.090
'[23:16:30.120 09/02/1989]',0.094,118.426,-0.019,-0.090
'[23:16:30.124 09/02/1989]',0.092,115.672,-0.018,-0.090
'[23:16:30.128 09/02/1989]',0.088,113.836,-0.017,-0.086
'[23:16:30.132 09/02/1989]',0.092,112.000,-0.014,-0.081
'[23:16:30.136 09/02/1989]',0.088,110.623,-0.015,-0.083
'[23:16:30.140 09/02/1989]',0.080,108.557,-0.011,-0.083
'[23:16:30.144 09/02/1989]',0.080,107.639,-0.011,-0.083
'[23:16:30.148 09/02/1989]',0.088,105.574,-0.011,-0.078
'[23:16:30.152 09/02/1989]',0.082,105.344,-0.010,-0.086
'[23:16:30.156 09/02/1989]',0.080,104.656,-0.009,-0.086
'[23:16:30.160 09/02/1989]',0.094,103.738,-0.007,-0.076
'[23:16:30.164 09/02/1989]',0.082,102.820,-0.006,-0.076
'[23:16:30.168 09/02/1989]',0.084,102.590,-0.007,-0.081
'[23:16:30.172 09/02/1989]',0.090,102.590,-0.005,-0.078
'[23:16:30.176 09/02/1989]',0.090,101.443,-0.004,-0.078
'[23:16:30.180 09/02/1989]',0.088,101.672,-0.002,-0.071
'[23:16:30.184 09/02/1989]',0.088,102.361,-0.002,-0.076
'[23:16:30.188 09/02/1989]',0.088,102.361,-0.002,-0.076
'[23:16:30.192 09/02/1989]',0.086,103.279,-0.002,-0.076
'[23:16:30.196 09/02/1989]',0.088,103.279,-0.001,-0.074
'[23:16:30.200 09/02/1989]',0.082,103.967,-0.001,-0.076
'[23:16:30.204 09/02/1989]',0.088,104.656,-0.001,-0.067
'[23:16:30.208 09/02/1989]',0.080,105.115,-0.001,-0.069
'[23:16:30.212 09/02/1989]',0.086,105.574,-0.000,-0.071
'[23:16:30.216 09/02/1989]',0.082,106.721,-0.000,-0.071
'[23:16:30.220 09/02/1989]',0.090,107.869,-0.002,-0.076
'[23:16:30.224 09/02/1989]',0.072,108.328,-0.004,-0.076
'[23:16:30.228 09/02/1989]',0.080,108.557,-0.004,-0.071
'[23:16:30.232 09/02/1989]',0.076,109.705,-0.004,-0.076
'[23:16:30.236 09/02/1989]',0.080,109.475,-0.008,-0.076
'[23:16:30.240 09/02/1989]',0.082,109.246,-0.006,-0.067
'[23:16:30.244 09/02/1989]',0.084,109.934,-0.008,-0.067
'[23:16:30.248 09/02/1989]',0.080,110.164,-0.008,-0.067
'[23:16:30.252 09/02/1989]',0.084,110.394,-0.008,-0.069
'[23:16:30.256 09/02/1989]',0.082,110.164,-0.006,-0.057
'[23:16:30.260 09/02/1989]',0.096,110.164,-0.004,-0.062
'[23:16:30.264 09/02/1989]',0.086,109.705,-0.002,-0.057
'[23:16:30.268 09/02/1989]',0.080,110.164,-0.005,-0.071
'[23:16:30.272 09/02/1989]',0.084,109.246,-0.004,-0.062
'[23:16:30.276 09/02/1989]',0.082,109.934,-0.005,-0.059
'[23:16:30.280 09/02/1989]',0.088,109.016,-0.007,-0.067
'[23:16:30.284 09/02/1989]',0.080,108.787,-0.007,-0.067
'[23:16:30.288 09/02/1989]',0.082,108.787,-0.008,-0.057
'[23:16:30.292 09/02/1989]',0.080,108.098,-0.008,-0.067
'[23:16:30.296 09/02/1989]',0.080,108.098,-0.011,-0.064
'[23:16:30.300 09/02/1989]',0.080,106.721,-0.008,-0.064
'[23:16:30.304 09/02/1989]',0.090,106.721,-0.009,-0.067
'[23:16:30.308 09/02/1989]',0.080,106.033,-0.007,-0.059
'[23:16:30.312 09/02/1989]',0.078,106.262,-0.007,-0.064
'[23:16:30.316 09/02/1989]',0.072,105.115,-0.005,-0.062
'[23:16:30.320 09/02/1989]',0.082,105.344,-0.005,-0.062
'[23:16:30.324 09/02/1989]',0.072,104.426,-0.005,-0.057
'[23:16:30.328 09/02/1989]',0.082,104.197,-0.004,-0.067
'[23:16:30.332 09/02/1989]',0.078,103.738,-0.002,-0.059
'[23:16:30.336 09/02/1989]',0.072,102.820,-0.002,-0.055
'[23:16:30.340 09/02/1989]',0.076,101.902,0.002,-0.057
'[23:16:30.344 09/02/1989]',0.084,101.213,0.004,-0.057
'[23:16:30.348 09/02/1989]',0.082,100.984,0.006,-0.057
'[23:16:30.352 09/02/1989]',0.086,100.066,0.008,-0.048
'[23:16:30.356 09/02/1989]',0.104,99.148,0.011,-0.050
'[23:16:30.360 09/02/1989]',0.128,99.148,0.011,-0.059
'[23:16:30.364 09/02/1989]',0.120,99.148,0.010,-0.048
'[23:16:30.368 09/02/1989]',0.118,98.000,0.009,-0.052
'[23:16:30.372 09/02/1989]',0.120,97.771,0.011,-0.052
'[23:16:30.376 09/02/1989]',0.144,96.853,0.009,-0.043
'[23:16:30.380 09/02/1989]',0.150,96.394,0.009,-0.048
'[23:16:30.384 09/02/1989]',0.182,96.394,0.006,-0.048
'[23:16:30.388 09/02/1989]',0.190,95.934,0.005,-0.043
'[23:16:30.392 09/02/1989]',0.176,95.934,0.002,-0.048
'[23:16:30.396 09/02/1989]',0.188,95.475,0.001,-0.048
'[23:16:30.400 09/02/1989]',0.186,95.016,-0.000,-0.048
'[23:16:30.404 09/02/1989]',0.224,95.246,-0.002,-0.048
'[23:16:30.408 09/02/1989]',0.218,94.557,-0.003,-0.048
'[23:16:30.412 09/02/1989]',0.240,94.557,-0.005,-0.055
'[23:16:30.416 09/02/1989]',0.248,94.787,-0.003,-0.050
'[23:16:30.420 09/02/1989]',0.224,93.869,-0.002,-0.052
'[23:16:30.424 09/02/1989]',0.220,93.639,-0.002,-0.050
'[23:16:30.428 09/02/1989]',0.216,92.721,-0.004,-0.048
'[23:16:30.432 09/02/1989]',0.206,92.721,-0.003,-0.048
'[23:16:30.436 09/02/1989]',0.200,92.492,-0.005,-0.038
'[23:16:30.440 09/02/1989]',0.174,92.262,-0.005,-0.043
'[23:16:30.444 09/02/1989]',0.152,92.492,-0.004,-0.043
'[23:16:30.448 09/02/1989]',0.112,92.262,-0.004,-0.050
'[23:16:30.452 09/02/1989]',0.060,92.033,-0.002,-0.045
'[23:16:30.456 09/02/1989]',0.048,91.574,-0.003,-0.040
'[23:16:30.460 09/02/1989]',0.028,91.574,-0.001,-0.045
'[23:16:30.464 09/02/1989]',0.028,90.885,0.002,-0.038
'[23:16:30.468 09/02/1989]',0.026,90.885,0.003,-0.045
'[23:16:30.472 09/02/1989]',0.030,90.426,0.005,-0.038
'[23:16:30.476 09/02/1989]',0.024,90.885,0.004,-0.045
'[23:16:30.480 09/02/1989]',0.042,90.197,0.005,-0.045
'[23:16:30.484 09/02/1989]',0.014,90.197,0.007,-0.043
'[23:16:30.488 09/02/1989]',0.024,90.197,0.007,-0.043
'[23:16:30.492 09/02/1989]',0.022,89.967,0.007,-0.040
'[23:16:30.496 09/02/1989]',0.018,89.279,0.009,-0.036
'[23:16:30.500 09/02/1989]',0.008,89.279,0.009,-0.038
'[23:16:30.504 09/02/1989]',0.012,89.049,0.009,-0.040
'[23:16:30.508 09/02/1989]',0.004,89.049,0.008,-0.048
'[23:16:30.512 09/02/1989]',0.018,89.049,0.005,-0.040
'[23:16:30.516 09/02/1989]',0.004,89.508,0.003,-0.050
'[23:16:30.520 09/02/1989]',0.034,89.508,-0.000,-0.038
'[23:16:30.524 09/02/1989]',0.018,88.820,-0.003,-0.043
'[23:16:30.528 09/02/1989]',0.004,88.361,-0.005,-0.038
'[23:16:30.532 09/02/1989]',-0.012,88.131,-0.006,-0.040
'[23:16:30.536 09/02/1989]',-0.064,88.131,-0.009,-0.040
'[23:16:30.540 09/02/1989]',-0.132,87.213,-0.008,-0.036
'[23:16:30.544 09/02/1989]',-0.108,87.213,-0.008,-0.036
'[23:16:30.548 09/02/1989]',-0.032,87.213,-0.008,-0.043
'[23:16:30.552 09/02/1989]',0.250,86.525,-0.011,-0.038
'[23:16:30.556 09/02/1989]',0.670,85.836,-0.010,-0.038
'[23:16:30.560 09/02/1989]',1.142,86.295,-0.011,-0.033
'[23:16:30.564 09/02/1989]',1.394,85.836,-0.012,-0.031
'[23:16:30.568 09/02/1989]',1.644,86.295,-0.014,-0.033
'[23:16:30.572 09/02/1989]',1.568,86.066,-0.009,-0.029
'[23:16:30.576 09/02/1989]',1.160,85.607,-0.007,-0.019
'[23:16:30.580 09/02/1989]',0.814,85.377,-0.005,-0.024
'[23:16:30.584 09/02/1989]',0.284,85.377,-0.005,-0.026
'[23:16:30.588 09/02/1989]',-0.152,85.607,-0.006,-0.026
'[23:16:30.592 09/02/1989]',-0.428,85.377,-0.009,-0.019
'[23:16:30.596 09/02/1989]',-0.664,84.689,-0.011,-0.029
'[23:16:30.600 09/02/1989]',-0.808,85.377,-0.013,-0.031
'[23:16:30.604 09/02/1989]',-0.728,85.377,-0.014,-0.033
'[23:16:30.608 09/02/1989]',-0.516,85.148,-0.015,-0.036
'[23:16:30.612 09/02/1989]',-0.328,85.377,-0.011,-0.033
'[23:16:30.616 09/02/1989]',-0.192,84.918,-0.011,-0.038
'[23:16:30.620 09/02/1989]',-0.130,85.148,-0.009,-0.033
'[23:16:30.624 09/02/1989]',-0.102,84.459,-0.006,-0.029
'[23:16:30.628 09/02/1989]',-0.112,84.230,-0.006,-0.029
'[23:16:30.632 09/02/1989]',-0.088,84.000,-0.005,-0.029
'[23:16:30.636 09/02/1989]',-0.088,83.771,-0.005,-0.029
'[23:16:30.640 09/02/1989]',-0.064,84.230,-0.004,-0.026
'[23:16:30.644 09/02/1989]',-0.080,83.312,-0.003,-0.029
'[23:16:30.648 09/02/1989]',-0.068,82.853,-0.005,-0.024
'[23:16:30.652 09/02/1989]',-0.072,83.312,-0.006,-0.036
'[23:16:30.656 09/02/1989]',-0.048,82.623,-0.002,-0.031
'[23:16:30.660 09/02/1989]',-0.024,82.164,-0.004,-0.033
'[23:16:30.664 09/02/1989]',-0.034,82.623,-0.004,-0.026
'[23:16:30.668 09/02/1989]',-0.022,82.623,-0.004,-0.033
'[23:16:30.672 09/02/1989]',-0.016,81.475,-0.001,-0.026
'[23:16:30.676 09/02/1989]',-0.024,81.246,-0.003,-0.029
'[23:16:30.680 09/02/1989]',-0.018,81.246,-0.001,-0.029
'[23:16:30.684 09/02/1989]',-0.016,81.705,0.000,-0.031
'[23:16:30.688 09/02/1989]',-0.004,81.016,0.001,-0.033
'[23:16:30.692 09/02/1989]',-0.016,80.328,0.004,-0.029
'[23:16:30.696 09/02/1989]',0.010,80.557,0.006,-0.024
'[23:16:30.700 09/02/1989]',0.002,79.869,0.009,-0.021
'[23:16:30.704 09/02/1989]',0.022,79.869,0.011,-0.029
'[23:16:30.708 09/02/1989]',-0.000,78.951,0.014,-0.029
'[23:16:30.712 09/02/1989]',-0.000,79.639,0.015,-0.029
'[23:16:30.716 09/02/1989]',0.020,79.869,0.016,-0.026
'[23:16:30.720 09/02/1989]',0.024,79.869,0.020,-0.026
'[23:16:30.724 09/02/1989]',0.022,79.180,0.020,-0.024
'[23:16:30.728 09/02/1989]',0.020,79.639,0.021,-0.029
'[23:16:30.732 09/02/1989]',0.032,80.098,0.019,-0.029
'[23:16:30.736 09/02/1989]',0.018,80.098,0.018,-0.026
'[23:16:30.740 09/02/1989]',0.008,80.787,0.015,-0.029
'[23:16:30.744 09/02/1989]',0.018,82.164,0.011,-0.021
'[23:16:30.748 09/02/1989]',0.050,84.459,0.010,-0.029
'[23:16:30.752 09/02/1989]',0.046,86.984,0.005,-0.033
'[23:16:30.756 09/02/1989]',0.056,89.967,0.004,-0.029
'[23:16:30.760 09/02/1989]',0.050,93.180,-0.000,-0.031
'[23:16:30.764 09/02/1989]',0.040,97.082,-0.001,-0.033
'[23:16:30.768 09/02/1989]',0.056,101.672,-0.003,-0.029
'[23:16:30.772 09/02/1989]',0.048,105.803,-0.005,-0.026
'[23:16:30.776 09/02/1989]',0.052,111.312,-0.005,-0.031
'[23:16:30.780 09/02/1989]',0.080,115.672,-0.006,-0.024
'[23:16:30.784 09/02/1989]',0.052,121.639,-0.008,-0.031
'[23:16:30.788 09/02/1989]',0.078,127.377,-0.007,-0.029
'[23:16:30.792 09/02/1989]',0.090,132.656,-0.009,-0.033
'[23:16:30.796 09/02/1989]',0.064,137.246,-0.005,-0.026
'[23:16:30.800 09/02/1989]',0.108,142.295,-0.006,-0.024
'[23:16:30.804 09/02/1989]',0.064,147.115,-0.004,-0.029
'[23:16:30.808 09/02/1989]',0.062,150.787,-0.003,-0.021
'[23:16:30.812 09/02/1989]',0.082,155.377,-0.003,-0.029
'[23:16:30.816 09/02/1989]',0.058,158.820,-0.002,-0.029
'[23:16:30.820 09/02/1989]',0.064,162.262,-0.004,-0.026
'[23:16:30.824 09/02/1989]',0.070,163.410,-0.007,-0.012
'[23:16:30.828 09/02/1989]',0.060,165.017,-0.006,-0.012
'[23:16:30.832 09/02/1989]',0.060,166.164,-0.006,-0.010
'[23:16:30.836 09/02/1989]',0.084,166.853,-0.007,-0.007
'[23:16:30.840 09/02/1989]',0.070,166.394,-0.005,-0.002
'[23:16:30.844 09/02/1989]',0.048,166.164,-0.006,-0.007
'[23:16:30.848 09/02/1989]',0.040,164.557,-0.006,-0.002
'[23:16:30.852 09/02/1989]',0.048,163.410,-0.007,-0.000
'[23:16:30.856 09/02/1989]',0.080,162.033,-0.006,0.007
'[23:16:30.860 09/02/1989]',0.062,160.656,-0.006,0.019
'[23:16:30.864 09/02/1989]',0.062,158.820,-0.007,0.026
'[23:16:30.868 09/02/1989]',0.038,157.213,-0.007,0.019
'[23:16:30.872 09/02/1989]',0.084,155.148,-0.008,0.019
'[23:16:30.876 09/02/1989]',0.104,153.771,-0.007,0.029
'[23:16:30.880 09/02/1989]',0.102,151.705,-0.007,0.038
'[23:16:30.884 09/02/1989]',0.088,149.180,-0.006,0.036
'[23:16:30.888 09/02/1989]',0.142,148.033,-0.006,0.043
'[23:16:30.892 09/02/1989]',0.130,146.426,-0.006,0.050
'[23:16:30.896 09/02/1989]',0.136,144.131,-0.006,0.057
'[23:16:30.900 09/02/1989]',0.144,142.984,-0.005,0.050
'[23:16:30.904 09/02/1989]',0.160,141.377,-0.005,0.059
'[23:16:30.908 09/02/1989]',0.126,140.230,-0.006,0.059
'[23:16:30.912 09/02/1989]',0.152,139.312,-0.009,0.057
'[23:16:30.916 09/02/1989]',0.134,137.705,-0.006,0.071
'[23:16:30.920 09/02/1989]',0.134,136.328,-0.012,0.069
'[23:16:30.924 09/02/1989]',0.144,134.951,-0.009,0.076
'[23:16:30.928 09/02/1989]',0.152,133.344,-0.006,0.086
'[23:16:30.932 09/02/1989]',0.152,132.197,-0.005,0.090
'[23:16:30.936 09/02/1989]',0.154,132.197,-0.005,0.086
'[23:16:30.940 09/02/1989]',0.144,131.049,-0.006,0.090
'[23:16:30.944 09/02/1989]',0.156,130.361,-0.005,0.090
'[23:16:30.948 09/02/1989]',0.140,129.213,-0.004,0.100
'[23:16:30.952 09/02/1989]',0.134,128.295,-0.002,0.105
'[23:16:30.956 09/02/1989]',0.128,126.689,0.000,0.109
'[23:16:30.960 09/02/1989]',0.130,126.459,0.002,0.112
'[23:16:30.964 09/02/1989]',0.102,125.541,0.002,0.116
'[23:16:30.968 09/02/1989]',0.112,125.312,0.003,0.107
'[23:16:30.972 09/02/1989]',0.148,123.705,-0.000,0.114
'[23:16:30.976 09/02/1989]',0.128,123.016,0.002,0.109
'[23:16:30.980 09/02/1989]',0.158,121.869,0.000,0.124
'[23:16:30.984 09/02/1989]',0.118,120.492,0.001,0.119
'[23:16:30.988 09/02/1989]',0.156,119.344,0.002,0.121
'[23:16:30.992 09/02/1989]',0.112,118.426,0.002,0.121
'[23:16:30.996 09/02/1989]',0.104,116.590,0.002,0.119
'[23:16:31.000 09/02/1989]',0.096,115.443,0.003,0.121
'[23:16:31.004 09/02/1989]',0.122,113.836,0.002,0.126
'[23:16:31.008 09/02/1989]',0.096,112.000,-0.000,0.126
'[23:16:31.012 09/02/1989]',0.128,109.934,0.001,0.126
'[23:16:31.016 09/02/1989]',0.098,108.328,0.002,0.128
'[23:16:31.020 09/02/1989]',0.106,106.721,0.003,0.124
'[23:16:31.024 09/02/1989]',0.080,104.885,0.005,0.135
'[23:16:31.028 09/02/1989]',0.108,103.508,0.007,0.135
'[23:16:31.032 09/02/1989]',0.116,102.131,0.008,0.133
'[23:16:31.036 09/02/1989]',0.118,100.754,0.008,0.133
'[23:16:31.040 09/02/1989]',0.106,100.066,0.009,0.140
'[23:16:31.044 09/02/1989]',0.106,99.148,0.013,0.131
'[23:16:31.048 09/02/1989]',0.122,98.918,0.015,0.135
'[23:16:31.052 09/02/1989]',0.094,98.000,0.016,0.126
'[23:16:31.056 09/02/1989]',0.152,98.000,0.014,0.133
'[23:16:31.060 09/02/1989]',0.098,97.312,0.016,0.138
'[23:16:31.064 09/02/1989]',0.138,96.394,0.016,0.135
'[23:16:31.068 09/02/1989]',0.088,96.623,0.015,0.140
'[23:16:31.072 09/02/1989]',0.118,97.312,0.017,0.150
'[23:16:31.076 09/02/1989]',0.112,97.312,0.014,0.152
'[23:16:31.080 09/02/1989]',0.108,97.771,0.012,0.152
'[23:16:31.084 09/02/1989]',0.086,98.459,0.011,0.145
'[23:16:31.088 09/02/1989]',0.110,99.148,0.009,0.157
'[23:16:31.092 09/02/1989]',0.068,99.148,0.008,0.159
'[23:16:31.096 09/02/1989]',0.078,100.066,0.005,0.150
'[23:16:31.100 09/02/1989]',0.098,100.984,0.004,0.152
'[23:16:31.104 09/02/1989]',0.072,101.902,0.004,0.159
'[23:16:31.108 09/02/1989]',0.072,102.820,0.004,0.152
'[23:16:31.112 09/02/1989]',0.086,103.508,0.003,0.154
'[23:16:31.116 09/02/1989]',0.078,103.738,0.006,0.154
'[23:16:31.120 09/02/1989]',0.104,104.656,0.006,0.159
'[23:16:31.124 09/02/1989]',0.062,104.656,0.009,0.162
'[23:16:31.128 09/02/1989]',0.106,104.885,0.009,0.166
'[23:16:31.132 09/02/1989]',0.104,104.656,0.011,0.171
'[23:16:31.136 09/02/1989]',0.076,105.803,0.010,0.166
'[23:16:31.140 09/02/1989]',0.098,104.656,0.010,0.171
'[23:16:31.144 09/02/1989]',0.110,105.574,0.011,0.169
'[23:16:31.148 09/02/1989]',0.092,105.574,0.011,0.178
'[23:16:31.152 09/02/1989]',0.126,105.574,0.011,0.178
'[23:16:31.156 09/02/1989]',0.064,104.656,0.011,0.183
'[23:16:31.160 09/02/1989]',0.068,104.885,0.011,0.176
'[23:16:31.164 09/02/1989]',0.080,104.656,0.011,0.181
'[23:16:31.168 09/02/1989]',0.054,104.656,0.008,0.183
'[23:16:31.172 09/02/1989]',0.066,104.197,0.006,0.190
'[23:16:31.176 09/02/1989]',0.104,104.426,0.004,0.181
'[23:16:31.180 09/02/1989]',0.096,103.738,0.005,0.188
'[23:16:31.184 09/02/1989]',0.086,103.049,0.004,0.185
'[23:16:31.188 09/02/1989]',0.076,102.820,0.004,0.195
'[23:16:31.192 09/02/1989]',0.062,101.672,0.002,0.195
'[23:16:31.196 09/02/1989]',0.058,101.672,0.002,0.200
'[23:16:31.200 09/02/1989]',0.084,100.984,0.001,0.200
'[23:16:31.204 09/02/1989]',0.126,100.754,-0.000,0.207
'[23:16:31.208 09/02/1989]',0.056,100.295,-0.000,0.204
'[23:16:31.212 09/02/1989]',0.088,99.148,0.001,0.202
'[23:16:31.216 09/02/1989]',0.080,99.148,-0.000,0.202
'[23:16:31.220 09/02/1989]',0.076,99.148,-0.002,0.204
'[23:16:31.224 09/02/1989]',0.080,98.689,-0.002,0.204
'[23:16:31.228 09/02/1989]',0.102,97.771,-0.005,0.197
'[23:16:31.232 09/02/1989]',0.120,97.541,-0.006,0.204
'[23:16:31.236 09/02/1989]',0.096,97.312,-0.009,0.202
'[23:16:31.240 09/02/1989]',0.086,96.853,-0.007,0.209
'[23:16:31.244 09/02/1989]',0.108,96.394,-0.007,0.209
'[23:16:31.248 09/02/1989]',0.080,95.934,-0.006,0.207
'[23:16:31.252 09/02/1989]',0.128,95.475,-0.005,0.209
'[23:16:31.256 09/02/1989]',0.082,94.557,-0.004,0.214
'[23:16:31.260 09/02/1989]',0.136,94.557,-0.001,0.209
'[23:16:31.264 09/02/1989]',0.146,93.639,-0.002,0.219
'[23:16:31.268 09/02/1989]',0.136,93.639,-0.004,0.219
'[23:16:31.272 09/02/1989]',0.154,92.951,-0.002,0.221
'[23:16:31.276 09/02/1989]',0.184,93.180,-0.004,0.223
'[23:16:31.280 09/02/1989]',0.198,92.492,-0.004,0.221
'[23:16:31.284 09/02/1989]',0.240,92.262,-0.004,0.219
'[23:16:31.288 09/02/1989]',0.248,92.721,-0.002,0.226
'[23:16:31.292 09/02/1989]',0.244,91.803,-0.003,0.221
'[23:16:31.296 09/02/1989]',0.232,91.803,-0.003,0.219
'[23:16:31.300 09/02/1989]',0.226,91.115,-0.003,0.223
'[23:16:31.304 09/02/1989]',0.164,91.574,-0.003,0.216
'[23:16:31.308 09/02/1989]',0.168,90.885,-0.002,0.214
'[23:16:31.312 09/02/1989]',0.158,90.426,-0.002,0.219
'[23:16:31.316 09/02/1989]',0.162,90.656,-0.002,0.216
'[23:16:31.320 09/02/1989]',0.134,89.967,-0.001,0.219
'[23:16:31.324 09/02/1989]',0.078,90.426,-0.003,0.219
'[23:16:31.328 09/02/1989]',0.080,89.279,-0.002,0.219
'[23:16:31.332 09/02/1989]',0.038,89.508,-0.002,0.219
'[23:16:31.336 09/02/1989]',0.032,89.049,-0.003,0.228
'[23:16:31.340 09/02/1989]',0.050,88.590,-0.002,0.226
'[23:16:31.344 09/02/1989]',0.032,88.820,-0.001,0.228
'[23:16:31.348 09/02/1989]',0.024,88.131,-0.000,0.230
'[23:16:31.352 09/02/1989]',0.020,87.213,-0.000,0.228
'[23:16:31.356 09/02/1989]',0.022,87.443,-0.000,0.223
'[23:16:31.360 09/02/1989]',0.030,87.213,-0.000,0.228
'[23:16:31.364 09/02/1989]',0.006,87.213,0.000,0.228
'[23:16:31.368 09/02/1989]',-0.004,86.984,-0.000,0.226
'[23:16:31.372 09/02/1989]',0.008,87.443,-0.002,0.228
'[23:16:31.376 09/02/1989]',-0.020,86.525,0.002,0.226
'[23:16:31.380 09/02/1989]',0.020,86.525,0.002,0.226
